hostid,host,class,HST_1,HST_2,HST_3,HST_4,HST_5,HST_6
445,arts-info.co.uk,nonspam,10,2,4.6,0.1,0.321678,0.7
446,arts.guardian.co.uk,nonspam,2229,4,4.826828174,0.915208614,0.146443,2.47531923
448,artschool.newport.ac.uk,nonspam,32,7,4.6875,0,0.0582298,1.205298013
449,artsinherts.co.uk,nonspam,175,0,5.074285714,0.028571429,0.158289,1.939781022
451,asab.nottingham.ac.uk,nonspam,113,10,6.044247788,0.477876106,0.0763214,1.711827957
452,asandi.co.uk,nonspam,256,5,5.578125,0.00390625,0.130566,2
454,ascy.org.uk,nonspam,665,5,4.461654135,0.07518797,0.145913,2.730827068
455,asd.londonmet.ac.uk,nonspam,263,8,5.429657795,0.087452471,0.068816,2.365034965
456,ash.gene.ucl.ac.uk,nonspam,23,3,4.173913043,0.043478261,0.307692,0.983471074
457,ash.org.uk,nonspam,411,0,5.04622871,0.01216545,0.252005,2.136715391
458,ashcombeadventure.co.uk,nonspam,22,3,4.818181818,0.045454545,0.326154,1.024
459,ashdell.co.uk,nonspam,348,11,4.738505747,0,0.426429,2.019211325
460,ashera.co.uk,nonspam,177,3,5.355932203,0.06779661,0.221547,2.038043478
462,ashmorevideo.co.uk,nonspam,446,9,4.847533632,0.253363229,0.127304,2.305923961
463,ashornehill.co.uk,nonspam,235,2,5.085106383,0.157446809,0.2324,1.953551913
464,ashteadhomoeopathy.co.uk,nonspam,330,7,5.627272727,0.142424242,0.123315,2.088825215
466,asian-mgt.abs.aston.ac.uk,nonspam,10,2,4.6,0.1,0.328571,0.7
467,askadams.co.uk,nonspam,451,4,5.354767184,0.166297118,0.0603795,2.337683524
468,askpapa.co.uk,nonspam,404,18,5.190594059,0.98019802,0.0697141,2.249100719
469,askprocess.co.uk,nonspam,316,1,5.642405063,0.07278481,0.158517,2.133130081
470,asksimon.co.uk,nonspam,16,1,4.625,0.25,0.0500677,0.818181818
471,asktools.co.uk,nonspam,252,10,4.837301587,0.083333333,0.157677,2.141193595
472,asp.programmershelp.co.uk,nonspam,261,11,5.302681992,0.37164751,0.141427,2.087563452
473,asp.thedemosite.co.uk,nonspam,765,0,4.151633987,0.083660131,0.203564,3.833657588
476,asset.civil.gla.ac.uk,nonspam,152,4,4.815789474,0.046052632,0.0648649,1.815195072
477,associatednuclear.co.uk,nonspam,41,4,5.634146341,0.146341463,0.0367191,1.394871795
478,ast.leeds.ac.uk,nonspam,10,3,5.8,0.1,0.231076,0.747252747
479,astarbuffets.co.uk,nonspam,8,8,4.75,0,0.0407725,0.554216867
480,astele.co.uk,nonspam,10,2,5,0.1,0.331126,0.697674419
481,astonbrunswick.co.uk,nonspam,145,10,4.731034483,0,0.0910297,1.734864301
482,astro.ic.ac.uk,nonspam,3,3,9,0,0.0455312,0.454545455
483,astrofund.org.uk,nonspam,8,2,4.5,0.125,0.171429,0.556962025
485,astubbs.webspace.fish.co.uk,nonspam,30,3,4,0.033333333,0.326975,1.034482759
486,at-annacooper.co.uk,nonspam,54,5,5.074074074,0.685185185,0.0542682,1.261538462
488,atactilebusiness.co.uk,nonspam,240,10,4.9125,0.004166667,0.174382,1.830967742
490,atcr.org.uk,nonspam,36,3,4.805555556,0,0.179275,1.33974359
491,atechsecurity.co.uk,nonspam,366,9,4.857923497,0.087431694,0.0905111,2.192229039
492,atex95.org.uk,nonspam,826,8,5.450363196,0.012106538,0.328709,2.656031904
494,athomeinlondon.co.uk,nonspam,17,6,4.235294118,0,0.0725076,0.855769231
495,athomeltd.co.uk,nonspam,113,5,5.495575221,0.150442478,0.189676,1.747619048
497,atm-ltd.co.uk,nonspam,22,3,4.181818182,0.045454545,0.301639,0.982758621
498,atoz.powys.gov.uk,nonspam,11,13,3.636363636,2.636363636,0.0180343,0.607142857
504,auctions.dreweatt-neate.co.uk,nonspam,10,2,4.6,0.1,0.323944,0.7
506,audilinks.co.uk,nonspam,499,8,4.30260521,0.074148297,0.0612938,2.253833049
508,audio-digital-transcription.co.uk,nonspam,337,5,5.21958457,0.017804154,0.183612,2.140960163
510,audiomation.co.uk,nonspam,8,9,7,0.625,0.0652681,0.719101124
512,audiovisualrecords.co.uk,nonspam,1,1,18,0,0.0112219,0.322033898
513,aurorra.co.uk,nonspam,330,8,4.645454545,0.187878788,0.0506409,1.994646681
514,authorpages.co.uk,nonspam,10,2,5,0.1,0.304878,0.697674419
515,autism-out-about.co.uk,nonspam,288,2,4.850694444,0,0.191187,2.035024155
516,auto-art.co.uk,nonspam,319,13,4.626959248,0.003134796,0.126728,2.154861945
517,autofleetremarketing.co.uk,nonspam,206,3,4.466019417,0.067961165,0.092453,1.905245347
518,autogasnw.co.uk,nonspam,4,6,5,0,0.0340136,0.380952381
520,autoservicesperth.co.uk,nonspam,94,3,4.840425532,0.095744681,0.0970356,1.748407643
521,autostoressuperstore.co.uk,nonspam,159,7,6.251572327,1.062893082,0.234877,2.10786106
522,autotrack.co.uk,nonspam,11,0,4.454545455,0,0.0940499,0.659340659
527,aviemore.co.uk,nonspam,28,17,5.535714286,0,0.108696,1.180645161
529,avnadvantage.co.uk,nonspam,959,9,4.706986444,0.062565172,0.152629,2.575529412
530,avon.boys-brigade.org.uk,nonspam,243,10,4.646090535,0.164609053,0.193488,2.072507553
531,avtapes.co.uk,nonspam,1564,11,3.902173913,0.067774936,0.0658005,4.488875878
532,awaken.wordless.co.uk,nonspam,4,5,6.75,3.75,0.0136847,0.455882353
534,axholmefencing.mysite.wanadoo-members.co.uk,nonspam,460,1,4.72173913,0.058695652,0.22938,2.168039539
535,axonics.co.uk,nonspam,354,5,5.358757062,0,0.16175,2.095903166
536,ayn.hants.org.uk,nonspam,27,5,5.333333333,1.925925926,0.0573477,1.221428571
538,ayup.co.uk,nonspam,1182,23,4.462774958,0.028764805,0.338836,2.303603282
539,azdesign.co.uk,nonspam,79,6,3.873417722,0.53164557,0.0330168,1.425925926
542,b-skill.co.uk,nonspam,25,1,4.28,0.04,0.211881,1.039370079
544,babbage.me.ic.ac.uk,nonspam,10,2,5,0.1,0.290698,0.697674419
550,baby2travel.co.uk,nonspam,47,4,4.957446809,0,0.0143208,1.266968326
552,babylon-nurseries.co.uk,nonspam,28,7,5.357142857,0,0.0649913,1.105590062
556,backwellswimmingclub.me.uk,nonspam,322,2,4.708074534,0.071428571,0.198403,1.997826087
557,badc.nerc.ac.uk,nonspam,22,3,4.272727273,0.045454545,0.291925,0.958677686
558,badger.parish.hants.gov.uk,nonspam,305,4,5.078688525,0.013114754,0.101607,1.978655283
559,badgerkingdom.pantomimepony.co.uk,nonspam,131,11,4.564885496,0.083969466,0.145996,1.795566502
560,bagc.co.uk,nonspam,139,0,5.043165468,0.395683453,0.0823253,1.761006289
561,bagpipernorthwest.co.uk,nonspam,91,5,4.692307692,0.32967033,0.116986,1.471590909
562,bahai.org.uk,nonspam,272,7,4.886029412,0,0.152461,2.117724868
564,bakerycottagedevon.co.uk,nonspam,383,2,5.067885117,0.691906005,0.175959,2.141935484
566,balavilhotel.co.uk,nonspam,194,5,4.917525773,0.097938144,0.164313,1.903814262
567,balloon-rides.co.uk,nonspam,260,9,5.203846154,0.030769231,0.1346,2.023839398
568,bam.boozle.me.uk,nonspam,297,5,4.202020202,0,0.300361,2.032894737
571,banchory.ceh.ac.uk,nonspam,10,2,5,0.1,0.30303,0.697674419
572,bandannaclub.netpark-ltd.co.uk,nonspam,66,6,4.757575758,0.060606061,0.233111,1.490196078
573,bandb-devon.co.uk,nonspam,437,12,4.995423341,0.006864989,0.228085,2.212837838
574,bandhits.co.uk,nonspam,49,14,4.897959184,0,0.0702782,1.389423077
575,bandland.co.uk,nonspam,95,0,4.515789474,0,0.0781563,1.501432665
579,banner.gre.ac.uk,nonspam,69,0,4.666666667,0,0.151032,1.602459016
581,bannerbadge.co.uk,nonspam,8,2,5.375,0.125,0.0476718,0.718309859
582,bannister.leisureconnection.co.uk,nonspam,10,2,4.6,0.1,0.310811,0.7
583,bannsystem.infm.ulst.ac.uk,nonspam,60,8,5,0.2,0.116641,1.434262948
584,bapn.uwcm.ac.uk,nonspam,485,1,5.356701031,0.055670103,0.228255,2.208452722
585,barcdy.co.uk,nonspam,484,9,4.72107438,0.144628099,0.286305,2.171764706
586,barch-farm.co.uk,nonspam,293,4,4.38225256,0.040955631,0.126602,2.04539559
587,barchfarm.co.uk,nonspam,293,4,4.38225256,0.040955631,0.126602,2.04539559
588,barkeriain.worldonline.co.uk,nonspam,115,2,3.860869565,0.043478261,0.0609472,1.629737609
590,barlowtrailers.co.uk,nonspam,616,29,4.972402597,0.12987013,0.102689,2.401436031
592,barneshill.animal-shelter.org.uk,nonspam,84,1,5.095238095,0,0.0520175,1.585139319
596,barometerparts.co.uk,nonspam,90,6,5.088888889,0.211111111,0.0893136,1.7125
597,barracloughstudenthouses.co.uk,nonspam,415,7,4.956626506,0.065060241,0.0659527,2.237104072
598,barrels.org.uk,nonspam,104,2,4.519230769,0,0.0695061,1.585635359
599,barryandson.co.uk,nonspam,23,3,4.47826087,0.043478261,0.316923,1.008
600,barryoneoff.co.uk,nonspam,1194,5,4.518425461,0.27721943,0.206784,2.550909795
601,barton-court.co.uk,nonspam,482,7,4.769709544,0.022821577,0.411565,2.160839161
602,barton.ebi.ac.uk,nonspam,31,4,4.516129032,0.35483871,0.0695134,1.163265306
603,barts.sydenham.org.uk,nonspam,1602,5,4.532459426,0.001872659,0.499072,2.532285714
606,basil.acs.bolton.ac.uk,nonspam,36,3,5.638888889,0,0.568627,1.313186813
608,basingstoke.gptrainers.co.uk,nonspam,131,5,5.427480916,0.145038168,0.217033,2.094527363
609,basingstokeexservices.co.uk,nonspam,43,0,5.325581395,0,0.118838,1.38071066
610,batchwood.leisureconnection.co.uk,nonspam,10,2,5,0.1,0.3125,0.697674419
611,bathpubs.co.uk,nonspam,1291,11,4.56390395,0.07203718,0.252334,2.439877717
614,bathtigers.co.uk,nonspam,31,0,5,0,0.125608,1.155279503
615,baughurst.parish.hants.gov.uk,nonspam,82,3,5.707317073,0.243902439,0.121907,1.646706587
617,bayhouse.hants.sch.uk,nonspam,320,4,4.215625,0.0875,0.0653997,2.013268999
618,baytrust.org.uk,nonspam,218,5,4.435779817,0.990825688,0.0463767,1.825885978
620,bb.sandipt.co.uk,nonspam,526,3,4.022813688,0.146387833,0.120043,2.198003328
622,bbc.co.uk,nonspam,10,3,5.8,0.1,0.251082,0.747252747
623,bbchire.co.uk,nonspam,87,8,4.413793103,0,0.12125,1.624137931
625,bbdrivingschool.co.uk,nonspam,144,8,4.576388889,0.270833333,0.0443592,1.730603448
628,bbrownphotographic.co.uk,nonspam,15,7,5.933333333,0,0.0504535,0.838709677
629,bbs.jdaltpol.co.uk,nonspam,27,2,5.518518519,0.037037037,0.220741,1.113924051
630,bbs.odeluce.stir.ac.uk,nonspam,453,9,4.635761589,0.262693157,0.0754473,2.24340949
631,bc-cars.co.uk,nonspam,112,5,5.857142857,0,0.100691,1.710467706
632,bc1.org.uk,nonspam,10,3,5.8,0.1,0.240664,0.747252747
635,bcdesignconsultants.co.uk,nonspam,32,4,5.1875,0,0.186727,1.081967213
636,bciawards.org.uk,nonspam,28,0,5.392857143,0,0.0128292,1.177631579
637,bclonline.co.uk,nonspam,5,6,6,0,0.037594,0.507246377
640,bcscc.org.uk,nonspam,10,2,4.6,0.1,0.356589,0.7
644,bdwfh.co.uk,nonspam,75,1,5.28,0,0.0765809,1.453703704
646,beachstudios.co.uk,nonspam,419,3,4.806682578,0.331742243,0.122201,2.070638298
648,beanies.webwest.co.uk,nonspam,4,4,3.75,0,0.0171821,0.31147541
650,beatrice.mcc.ac.uk,nonspam,28,3,3.928571429,0.035714286,0.317003,1.045454545
652,beaumont-seymour.co.uk,nonspam,432,7,4.782407407,0.118055556,0.146691,2.166522116
654,bedford-hotel.co.uk,nonspam,184,6,4.858695652,0.070652174,0.211198,2.033962264
655,bedfordshirecountylifemagazine.co.uk,nonspam,4,4,5.75,0,0.048218,0.402985075
656,bedgrovetraining.co.uk,nonspam,31,4,5.64516129,0.161290323,0.148557,1.279503106
659,bedsteads-uk.co.uk,nonspam,186,17,5.215053763,0.064516129,0.278256,1.840764331
660,beecheshotel.co.uk,nonspam,4,4,6.25,0,0.0256937,0.439393939
661,beehive.courier.co.uk,nonspam,298,3,5.204697987,0.003355705,0.0326149,2.089265537
662,beehive.thisiscornwall.co.uk,nonspam,327,3,5.244648318,0.003058104,0.0337864,2.170031881
664,beehive.thisisdorset.co.uk,nonspam,327,3,5.214067278,0.003058104,0.033763,2.173262032
665,beehive.thisisessex.co.uk,nonspam,327,3,5.20795107,0.003058104,0.0337776,2.166488794
666,beehive.thisisexeter.co.uk,nonspam,327,3,5.220183486,0.003058104,0.0336952,2.170757737
667,beehive.thisisgloucestershire.co.uk,nonspam,328,3,5.31402439,0.00304878,0.0340902,2.186906019
668,beehive.thisisgrimsby.co.uk,nonspam,343,7,5.262390671,0.002915452,0.0354798,2.21215242
669,beehive.thisishull.co.uk,nonspam,343,6,5.180758017,0.026239067,0.0347579,2.215256008
670,beehive.thisiskentandeastsussex.co.uk,nonspam,298,3,5.204697987,0.003355705,0.0322031,2.089265537
671,beehive.thisisleicestershire.co.uk,nonspam,366,3,5.284153005,0.00273224,0.0365734,2.196752627
672,beehive.thisislincolnshire.co.uk,nonspam,366,3,5.256830601,0.024590164,0.0370043,2.19348659
673,beehive.thisisnorthdevon.co.uk,nonspam,327,3,5.201834862,0.003058104,0.0334632,2.166666667
674,beehive.thisisnorthscotland.co.uk,nonspam,331,4,5.235649547,0.003021148,0.0339338,2.168067227
675,beehive.thisisnottingham.co.uk,nonspam,330,3,5.248484848,0.003030303,0.0337241,2.161425577
676,beehive.thisisplymouth.co.uk,nonspam,327,3,5.23853211,0.003058104,0.0337457,2.161016949
677,beehive.thisisscunthorpe.co.uk,nonspam,340,6,5.297058824,0.002941176,0.035313,2.21865285
678,beehive.thisissomerset.co.uk,nonspam,327,3,5.23853211,0.003058104,0.0337484,2.177161153
679,beehive.thisissouthdevon.co.uk,nonspam,335,4,5.182089552,0.014925373,0.0338441,2.168586387
680,beehive.thisissouthwales.co.uk,nonspam,331,4,5.19939577,0.003021148,0.0338327,2.182978723
681,beehive.thisisstaffordshire.co.uk,nonspam,339,4,5.209439528,0.014749263,0.0340407,2.16563786
682,beekeeping.org.uk,nonspam,10,3,5.8,0.1,0.243697,0.747252747
683,beeleys.co.uk,nonspam,88,0,4.454545455,0.045454545,0.459016,1.690140845
684,beerinnprint.co.uk,nonspam,285,3,5.196491228,0.463157895,0.195537,2.151035323
685,beestonhall.co.uk,nonspam,3,3,5.666666667,1.666666667,0.016537,0.333333333
686,beingmeblog.20six.co.uk,nonspam,2348,4,3.98253833,0.0379046,0.119214,2.666742649
688,bellabelledolls.co.uk,nonspam,19,2,4.157894737,0.052631579,0.245342,0.852173913
689,belladesigns.co.uk,nonspam,271,6,5.221402214,0.003690037,0.193148,2.218421053
690,bellatrix.pcl.ox.ac.uk,nonspam,22,2,3.818181818,0.045454545,0.273616,0.85483871
692,bellemarche.co.uk,nonspam,8,2,4.5,0.125,0.170616,0.556962025
693,bellsdecanters.co.uk,nonspam,203,12,3.926108374,0.004926108,0.139068,1.883239171
694,bellshawbulldogs.co.uk,nonspam,81,3,6.345679012,0.864197531,0.0852687,1.671348315
695,bellyardchambers.co.uk,nonspam,11,4,5.181818182,0,0.0859729,0.715789474
696,belmontabbey.org.uk,nonspam,236,2,4.207627119,0.012711864,0.0437156,1.845345345
697,belmontfinancialsolutions.co.uk,nonspam,281,7,4.220640569,0.028469751,0.0897873,2.144736842
700,benappleby.co.uk,nonspam,11,1,5.545454545,0,0.0339077,0.765957447
702,benefice.webspace.fish.co.uk,nonspam,30,3,4.033333333,0.033333333,0.326146,1.048611111
703,benlawers.org.uk,nonspam,75,8,4.826666667,0.72,0.0424285,2.15270936
705,benzographology.co.uk,nonspam,420,6,5.061904762,0.192857143,0.522102,2.227471566
706,bepj.org.uk,nonspam,537,9,4.694599628,0.396648045,0.210101,2.11042098
707,berkeleycoachandtravel.co.uk,nonspam,88,10,4.545454545,0.102272727,0.0364598,1.549206349
709,berkswellhotel.co.uk,nonspam,835,5,4.641916168,0.013173653,0.465586,2.448544699
710,berkswich.org.uk,nonspam,123,2,4.788617886,0.024390244,0.390584,1.711538462
711,berlin.wolf.ox.ac.uk,nonspam,740,7,5.105405405,0.004054054,0.119606,2.399362719
712,berrick-computing.co.uk,nonspam,267,6,5.565543071,1.415730337,0.0924014,2.089392133
713,berrylane-methodist.org.uk,nonspam,51,0,5.68627451,0.117647059,0.149331,1.482608696
715,bespokelogisticssolutions.co.uk,nonspam,28,10,6.214285714,0.035714286,0.0808926,1.432624113
716,bespokepictureframing.co.uk,nonspam,36,14,4.555555556,0,0.0841889,1.123595506
717,best-hypnotherapy.co.uk,nonspam,355,8,5.169014085,0.045070423,0.182297,2.201005025
719,best-inn.co.uk,nonspam,36,3,3.527777778,0.027777778,0.355742,1.086666667
720,best-skiing.co.uk,nonspam,9,5,4.777777778,0.444444444,0.0886598,0.611764706
726,beta.frenchconnections.co.uk,nonspam,548,22,5.062043796,0,0.220983,5.087289433
728,betwsycoed.co.uk,nonspam,332,13,5,0.120481928,0.205369,2.281786942
729,bewdleypress.co.uk,nonspam,691,1,4.413892909,0.044862518,0.194144,2.30783467
730,bewsgorvin.co.uk,nonspam,395,12,5.306329114,0.030379747,0.105216,2.214222222
732,bfta.co.uk,nonspam,1037,5,4.607521697,0.364513018,0.171383,2.352346278
734,bgcstudentpad.co.uk,nonspam,10,2,4.6,0,0.373984,0.7
735,bgmarketing.co.uk,nonspam,734,8,4.547683924,0.039509537,0.158117,2.330852891
736,bgrd.co.uk,nonspam,1327,7,6.327807084,0.466465712,0.308396,6.592542373
739,bi-trans.8bit.co.uk,nonspam,96,0,5.302083333,0.114583333,0.106955,1.970684039
740,bibb.webspace.fish.co.uk,nonspam,30,3,3.9,0.033333333,0.328652,1.035211268
741,bible-crosswords-new-testament.smitf.org.uk,nonspam,1162,5,5.648020654,0.473321859,0.0946837,3.030600235
742,biblestudents.co.uk,nonspam,347,6,4.21037464,0.060518732,0.14931,2.124559342
743,biddendenkent.co.uk,nonspam,5,5,6.8,0,0.0163148,0.557142857
744,biddle-consulting.co.uk,nonspam,136,6,4.963235294,0.235294118,0.127914,1.710970464
745,bigboycondoms.co.uk,nonspam,375,6,4.725333333,0.410666667,0.146096,2.364537445
746,bigbrother.digitalspy.co.uk,nonspam,727,5,4.430536451,0.632737276,0.0988249,2.074619023
748,bignames.co.uk,nonspam,533,7,4.626641651,0.03564728,0.178696,2.450163399
750,bikarooni.co.uk,nonspam,268,12,4.242537313,0.007462687,0.0783274,2.171561051
751,bikehotrod.co.uk,nonspam,367,2,4.438692098,0.16893733,0.125346,1.988047809
754,bikesportpics.co.uk,nonspam,4,1,5,0,0.0203874,0.387096774
755,bikething.co.uk,nonspam,10,3,5.8,0.1,0.243697,0.747252747
756,bill-graham.co.uk,nonspam,379,1,5.751978892,0.102902375,0.145897,2.232984293
757,billericaychoral.org.uk,nonspam,288,0,4.736111111,0.138888889,0.362766,1.978443114
758,bills.ais.co.uk,nonspam,10,2,4.6,0.1,0.356589,0.7
760,bilstonramblers.portland.co.uk,nonspam,39,2,5.615384615,0.153846154,0.158009,1.379679144
761,bio.ltsn.ac.uk,nonspam,281,7,5.676156584,0.387900356,0.129992,2.072928177
762,bio.p9.org.uk,nonspam,516,13,4.897286822,0.027131783,0.45303,2.49630845
763,bioethicsweb.ac.uk,nonspam,143,17,6.377622378,3.286713287,0.058019,1.957328386
764,bioinf.cs.ucl.ac.uk,nonspam,24,3,4.291666667,0.083333333,0.279891,0.9921875
766,bioinf.man.ac.uk,nonspam,137,7,5.98540146,0.437956204,0.0888311,1.921686747
767,bioinformatics.roslin.ac.uk,nonspam,153,3,4.895424837,0,0.0704411,1.844580777
768,biol.lancs.ac.uk,nonspam,40,1,4.75,0,0.246433,1.360946746
769,biology.bangor.ac.uk,nonspam,173,0,5.994219653,0.289017341,0.211546,2.108013937
770,biology.st-and.ac.uk,nonspam,23,3,4.434782609,0.043478261,0.306306,0.984251969
772,biome.ac.uk,nonspam,157,12,5.592356688,2.757961783,0.0810861,1.85483871
774,bioresearch.ac.uk,nonspam,142,14,6.929577465,3.478873239,0.073985,1.961672474
775,birchfamilytree.co.uk,nonspam,286,2,4.93006993,0.041958042,0.127348,2.033573141
776,birchpc.org.uk,nonspam,566,7,4.839222615,0.04770318,0.296621,2.417702999
777,birkbycottage.co.uk,nonspam,190,7,4.584210526,0,0.0648017,1.851657941
778,birkdaledoors.co.uk,nonspam,46,14,3.652173913,0,0.0124805,1.229885057
779,birminghambuddhistcentre.org.uk,nonspam,324,10,5.404320988,0.12037037,0.157083,2.282728273
780,birthright.lletnek.co.uk,nonspam,1246,4,4.981540931,0.124398074,0.379007,2.517055049
781,bisa.afcb.co.uk,nonspam,10,2,5,0.1,0.328947,0.697674419
782,bishamabbey.leisureconnection.co.uk,nonspam,10,2,5,0.1,0.3125,0.697674419
783,bishop-challoner.school.hants.gov.uk,nonspam,207,1,4.956521739,0,0.0882733,2.274907749
784,bison.ph.bham.ac.uk,nonspam,186,2,5.301075269,0.779569892,0.0942458,2.059753954
786,biz.ukonline.co.uk,nonspam,22,3,4.409090909,0.090909091,0.271709,0.983471074
787,bized.ac.uk,nonspam,436,1,4.944954128,0.603211009,0.0988401,2.211604096
788,bizz.co.uk,nonspam,178,8,5.91011236,0,0.0824193,1.895223421
789,bjh21.me.uk,nonspam,100,3,3.85,0.37,0.305798,1.559485531
790,bjsoftware.co.uk,nonspam,292,3,4.702054795,0,0.365548,1.920415225
791,bk.so-addictive.co.uk,nonspam,119,7,5.142857143,0.142857143,0.103466,1.672768879
794,blackmarket.co.uk,nonspam,4,5,5.25,0,0.00732218,0.390625
795,blackmountain.co.uk,nonspam,352,10,5.380681818,0.011363636,0.0970138,2.284842319
798,blackpool-selfcatering.co.uk,nonspam,8,2,4.5,0.125,0.155172,0.556962025
799,blackpoolandfyldecsc.org.uk,nonspam,8,8,6,0,0.074883,0.636363636
801,blackwater.leisureconnection.co.uk,nonspam,10,2,5,0.1,0.3125,0.697674419
802,blackwater.parish.hants.gov.uk,nonspam,136,5,5.139705882,0.220588235,0.189636,1.897727273
805,blakeneycottages.co.uk,nonspam,262,6,5.339694656,0,0.170298,2.386494253
807,ble.chadwyck.co.uk,nonspam,336,10,5.008928571,0.276785714,0.173577,2.642670157
808,bletchley.leisureconnection.co.uk,nonspam,10,2,5,0.1,0.3125,0.697674419
809,blhs.co.uk,nonspam,16,4,5.3125,0,0.0826045,1.01
811,blog.fatality.co.uk,nonspam,1015,2,4.298522167,0.535960591,0.141065,2.252093802
812,blog.rac.me.uk,nonspam,310,3,4.45483871,0.535483871,0.128346,1.950403691
815,blogglebobble.20six.co.uk,nonspam,1246,3,4.721508828,0.318619583,0.145496,2.759969028
816,blogs.bbc.co.uk,nonspam,8,2,4.5,0.125,0.172249,0.556962025
817,blogs.guardian.co.uk,nonspam,10,3,5.8,0.1,0.233871,0.747252747
818,blogs.warwick.ac.uk,nonspam,422,2,5.037914692,0.388625592,0.132908,2.23117338
820,blonde-jokes.co.uk,nonspam,40,2,4.475,0.275,0.159964,1.183783784
821,bloodhoundbreeders.co.uk,nonspam,8,1,7.75,0.125,0.0682068,0.864197531
822,bloodhoundclub.co.uk,nonspam,6,3,5.666666667,0.5,0.04782,0.606060606
823,bloodhounds.org.uk,nonspam,170,2,4.264705882,0.088235294,0.158124,1.741245136
824,blossomsflorists.co.uk,nonspam,163,32,5.515337423,0.190184049,0.0551263,1.866432337
